PM2_5_ISPU,PM10_ISPU,CO_ISPU,NO2_ISPU,O3_ISPU,Kualitas_Udara
49,32,26,6,5,Baik
110,143,204,75,222,Sangat_Tidak_Sehat
30,41,24,12,5,Baik
378,383,217,108,377,Berbahaya
252,200,19,228,262,Sangat_Tidak_Sehat
41,198,29,8,169,Tidak_Sehat
107,164,197,191,78,Tidak_Sehat
198,75,274,282,471,Berbahaya
214,114,153,129,74,Sangat_Tidak_Sehat
18,224,105,254,221,Sangat_Tidak_Sehat
131,141,122,21,79,Tidak_Sehat
33,28,23,23,41,Baik
33,9,24,1,10,Baik
129,137,150,202,117,Sangat_Tidak_Sehat
58,18,27,71,13,Sedang
91,21,91,149,24,Tidak_Sehat
133,18,163,79,72,Tidak_Sehat
16,29,55,5,24,Sedang
7,30,9,55,66,Sedang
262,11,135,143,135,Sangat_Tidak_Sehat
222,389,385,293,132,Berbahaya
100,107,140,47,116,Tidak_Sehat
465,87,336,140,403,Berbahaya
110,160,252,129,38,Sangat_Tidak_Sehat
25,295,24,354,380,Berbahaya
181,354,282,20,388,Berbahaya
42,12,36,32,23,Baik
43,4,2,0,3,Baik
169,20,151,101,130,Tidak_Sehat
248,6,154,84,198,Sangat_Tidak_Sehat
22,72,26,186,80,Tidak_Sehat
494,429,95,260,120,Berbahaya
28,16,13,35,81,Sedang
462,25,111,452,431,Berbahaya
105,96,101,123,114,Tidak_Sehat
2,113,3,106,91,Tidak_Sehat
45,61,66,44,58,Sedang
72,9,40,26,59,Sedang
255,273,340,138,166,Berbahaya
55,21,18,46,15,Sedang
86,248,18,45,194,Sangat_Tidak_Sehat
279,321,253,133,55,Berbahaya
93,35,2,57,87,Sedang
118,121,320,434,420,Berbahaya
66,69,46,64,28,Sedang
291,403,245,381,86,Berbahaya
0,53,57,69,70,Sedang
47,1,5,27,28,Baik
45,216,466,54,77,Berbahaya
16,53,86,84,39,Sedang
49,16,10,298,224,Sangat_Tidak_Sehat
20,462,74,206,459,Berbahaya
103,104,17,127,112,Tidak_Sehat
85,81,128,40,75,Tidak_Sehat
109,105,41,94,110,Tidak_Sehat
71,49,38,19,6,Sedang
44,46,22,48,46,Baik
30,215,5,88,179,Sangat_Tidak_Sehat
24,85,179,11,86,Tidak_Sehat
33,33,27,12,14,Baik
89,27,95,65,30,Sedang
45,7,50,45,41,Baik
59,21,62,73,73,Sedang
24,14,3,44,11,Baik
94,52,86,51,29,Sedang
12,30,34,59,77,Sedang
349,442,454,476,248,Berbahaya
14,98,133,120,184,Tidak_Sehat
83,181,28,47,115,Tidak_Sehat
166,139,93,409,63,Berbahaya
18,47,15,2,19,Baik
103,103,58,27,45,Tidak_Sehat
13,68,70,32,54,Sedang
1,121,94,89,55,Tidak_Sehat
277,423,195,332,124,Berbahaya
35,82,3,81,63,Sedang
16,286,223,269,133,Sangat_Tidak_Sehat
88,99,264,81,76,Sangat_Tidak_Sehat
70,61,117,61,68,Tidak_Sehat
16,33,40,28,8,Baik
90,43,59,61,86,Sedang
48,13,25,44,26,Baik
118,96,67,129,123,Tidak_Sehat
20,10,43,112,107,Tidak_Sehat
131,8,29,190,44,Tidak_Sehat
87,135,157,332,154,Berbahaya
185,91,165,168,91,Tidak_Sehat
111,132,151,203,33,Sangat_Tidak_Sehat
493,18,483,317,97,Berbahaya
11,176,230,81,45,Sangat_Tidak_Sehat
29,34,20,36,4,Baik
74,243,393,204,186,Berbahaya
30,76,85,15,78,Sedang
183,191,147,207,74,Sangat_Tidak_Sehat
384,332,154,217,284,Berbahaya
78,27,41,100,75,Sedang
87,61,43,148,135,Tidak_Sehat
13,35,7,34,18,Baik
68,72,58,88,64,Sedang
17,98,245,146,204,Sangat_Tidak_Sehat
288,89,49,9,320,Berbahaya
53,60,14,30,6,Sedang
112,142,154,7,71,Tidak_Sehat
27,5,59,57,16,Sedang
31,271,323,411,123,Berbahaya
81,140,109,11,109,Tidak_Sehat
48,46,11,15,23,Baik
18,63,168,65,65,Tidak_Sehat
67,94,65,68,54,Sedang
82,63,43,87,58,Sedang
109,150,194,50,146,Tidak_Sehat
304,24,233,15,495,Berbahaya
72,56,86,4,96,Sedang
4,57,213,203,127,Sangat_Tidak_Sehat
134,197,91,0,62,Tidak_Sehat
67,108,109,106,108,Tidak_Sehat
247,283,267,203,122,Sangat_Tidak_Sehat
172,375,10,396,485,Berbahaya
66,257,93,137,92,Sangat_Tidak_Sehat
57,64,75,50,21,Sedang
40,41,86,14,59,Sedang
48,50,13,11,41,Baik
307,230,177,246,66,Berbahaya
87,78,40,119,86,Tidak_Sehat
470,200,384,124,291,Berbahaya
161,121,0,37,78,Tidak_Sehat
40,12,42,44,24,Baik
47,143,26,103,59,Tidak_Sehat
19,76,69,58,63,Sedang
285,74,44,52,174,Sangat_Tidak_Sehat
84,108,16,140,153,Tidak_Sehat
66,1,42,41,56,Sedang
29,61,47,52,34,Sedang
16,7,34,34,32,Baik
56,119,51,106,153,Tidak_Sehat
98,38,48,11,9,Sedang
155,184,29,0,85,Tidak_Sehat
106,296,100,102,165,Sangat_Tidak_Sehat
106,16,24,63,403,Berbahaya
392,118,16,403,190,Berbahaya
1,71,108,69,114,Tidak_Sehat
0,18,30,15,13,Baik
36,52,37,1,35,Sedang
22,21,50,24,21,Baik
16,26,59,1,35,Sedang
151,77,21,63,20,Tidak_Sehat
18,47,18,35,28,Baik
1,49,5,8,32,Baik
25,50,44,43,4,Baik
153,103,146,123,80,Tidak_Sehat
84,85,92,81,68,Sedang
6,50,7,41,14,Baik
61,199,82,180,151,Tidak_Sehat
21,42,36,32,2,Baik
110,321,144,11,243,Berbahaya
169,15,21,71,47,Tidak_Sehat
80,352,6,44,314,Berbahaya
5,118,119,34,140,Tidak_Sehat
5,38,22,24,49,Baik
353,149,303,255,448,Berbahaya
9,116,23,38,148,Tidak_Sehat
195,150,268,362,39,Berbahaya
70,0,212,118,141,Sangat_Tidak_Sehat
156,164,8,152,41,Tidak_Sehat
302,290,395,331,207,Berbahaya
0,27,23,34,12,Baik
364,39,486,151,139,Berbahaya
295,225,12,11,49,Sangat_Tidak_Sehat
401,370,288,236,195,Berbahaya
98,150,263,166,256,Sangat_Tidak_Sehat
388,107,45,76,216,Berbahaya
40,50,46,17,10,Baik
178,57,257,214,72,Sangat_Tidak_Sehat
193,195,259,56,297,Sangat_Tidak_Sehat
155,7,201,238,174,Sangat_Tidak_Sehat
11,96,120,140,148,Tidak_Sehat
22,203,70,153,106,Sangat_Tidak_Sehat
91,2,58,51,33,Sedang
3,25,24,29,10,Baik
20,19,22,52,23,Sedang
175,38,167,41,196,Tidak_Sehat
252,238,174,268,179,Sangat_Tidak_Sehat
78,102,27,4,156,Tidak_Sehat
23,18,36,38,20,Baik
39,4,19,39,43,Baik
0,29,20,19,5,Baik
95,150,19,125,96,Tidak_Sehat
176,327,305,310,212,Berbahaya
106,44,43,82,17,Tidak_Sehat
103,189,14,186,2,Tidak_Sehat
106,104,263,83,208,Sangat_Tidak_Sehat
46,242,189,183,10,Sangat_Tidak_Sehat
388,424,317,479,358,Berbahaya
38,180,120,123,142,Tidak_Sehat
13,98,96,98,57,Sedang
31,49,52,21,52,Sedang
5,33,0,9,20,Baik
231,47,209,311,246,Berbahaya
283,106,288,229,256,Sangat_Tidak_Sehat
30,33,23,44,34,Baik
348,332,430,312,417,Berbahaya
23,34,48,34,47,Baik
23,110,180,206,82,Sangat_Tidak_Sehat
74,246,158,152,102,Sangat_Tidak_Sehat
26,131,100,95,127,Tidak_Sehat
142,82,186,208,147,Sangat_Tidak_Sehat
27,32,69,29,21,Sedang
207,172,186,87,202,Sangat_Tidak_Sehat
22,13,22,18,28,Baik
116,196,19,105,3,Tidak_Sehat
286,49,258,257,271,Sangat_Tidak_Sehat
55,48,91,188,64,Tidak_Sehat
281,138,86,389,348,Berbahaya
235,125,98,77,148,Sangat_Tidak_Sehat
52,154,77,79,101,Tidak_Sehat
86,458,454,221,412,Berbahaya
433,205,431,402,232,Berbahaya
65,102,41,102,41,Tidak_Sehat
170,63,243,70,271,Sangat_Tidak_Sehat
200,50,122,4,76,Tidak_Sehat
182,319,62,214,138,Berbahaya
28,12,46,16,44,Baik
54,24,43,54,34,Sedang
120,315,65,227,136,Berbahaya
381,476,328,395,349,Berbahaya
36,100,18,29,44,Sedang
54,15,13,71,27,Sedang
71,102,79,151,17,Tidak_Sehat
5,16,24,27,1,Baik
62,93,47,97,77,Sedang
29,38,30,17,35,Baik
53,22,146,109,123,Tidak_Sehat
32,24,16,32,46,Baik
97,351,55,220,324,Berbahaya
339,288,280,18,391,Berbahaya
82,315,10,186,115,Berbahaya
38,1,37,38,25,Baik
134,54,30,167,18,Tidak_Sehat
14,27,33,1,31,Baik
35,30,1,15,8,Baik
66,2,79,77,63,Sedang
148,173,126,25,53,Tidak_Sehat
445,187,365,130,220,Berbahaya
297,248,303,46,196,Berbahaya
213,103,236,146,24,Sangat_Tidak_Sehat
111,114,8,14,36,Tidak_Sehat
46,37,16,11,23,Baik
39,45,23,49,31,Baik
59,9,160,30,20,Tidak_Sehat
338,63,252,261,111,Berbahaya
179,152,211,84,44,Sangat_Tidak_Sehat
189,57,202,79,368,Berbahaya
206,14,13,166,233,Sangat_Tidak_Sehat
38,123,124,93,46,Tidak_Sehat
189,135,68,29,114,Tidak_Sehat
58,265,6,380,201,Berbahaya
28,258,185,74,298,Sangat_Tidak_Sehat
136,187,263,241,71,Sangat_Tidak_Sehat
98,195,41,150,69,Tidak_Sehat
36,3,27,43,19,Baik
49,6,2,28,43,Baik
271,195,126,439,230,Berbahaya
218,117,113,208,74,Sangat_Tidak_Sehat
4,35,33,30,9,Baik
253,16,260,212,268,Sangat_Tidak_Sehat
178,324,6,311,329,Berbahaya
79,60,53,7,28,Sedang
79,90,34,2,4,Sedang
141,292,279,244,190,Sangat_Tidak_Sehat
121,174,95,66,119,Tidak_Sehat
124,144,93,167,190,Tidak_Sehat
235,23,394,422,283,Berbahaya
36,78,28,87,1,Sedang
299,53,96,3,90,Sangat_Tidak_Sehat
73,12,65,65,15,Sedang
385,228,30,108,26,Berbahaya
66,315,337,35,48,Berbahaya
41,213,78,17,49,Sangat_Tidak_Sehat
20,69,25,44,27,Sedang
109,93,9,121,90,Tidak_Sehat
40,48,16,91,44,Sedang
27,19,44,6,13,Baik
136,141,141,72,71,Tidak_Sehat
314,329,116,198,278,Berbahaya
49,23,18,35,38,Baik
12,30,40,10,3,Baik
92,290,303,20,61,Berbahaya
367,453,10,16,142,Berbahaya
50,38,37,33,37,Baik
460,488,240,55,136,Berbahaya
360,265,406,54,291,Berbahaya
17,76,166,19,126,Tidak_Sehat
171,136,64,43,215,Sangat_Tidak_Sehat
386,470,435,168,56,Berbahaya
91,76,43,155,190,Tidak_Sehat
18,46,129,116,105,Tidak_Sehat
36,26,28,2,43,Baik
67,67,40,33,44,Sedang
131,1,296,0,64,Sangat_Tidak_Sehat
29,32,35,17,36,Baik
50,0,103,136,116,Tidak_Sehat
68,8,165,25,27,Tidak_Sehat
36,139,142,141,45,Tidak_Sehat
491,236,21,109,326,Berbahaya
45,51,37,56,41,Sedang
8,7,32,5,40,Baik
182,21,130,78,98,Tidak_Sehat
136,3,5,109,98,Tidak_Sehat
245,238,7,77,288,Sangat_Tidak_Sehat
44,79,47,87,21,Sedang
317,466,179,103,125,Berbahaya
95,111,20,107,111,Tidak_Sehat
104,75,107,45,14,Tidak_Sehat
92,143,77,6,233,Sangat_Tidak_Sehat
13,52,154,154,79,Tidak_Sehat
44,3,25,26,45,Baik
336,219,425,32,448,Berbahaya
121,134,139,240,152,Sangat_Tidak_Sehat
27,9,50,34,28,Baik
47,24,21,12,18,Baik
451,91,474,384,204,Berbahaya
147,187,108,39,120,Tidak_Sehat
22,31,9,9,35,Baik
42,34,62,3,68,Sedang
50,17,71,29,85,Sedang
152,88,153,112,136,Tidak_Sehat
69,33,69,67,10,Sedang
37,37,52,58,40,Sedang
68,0,60,2,67,Sedang
9,445,140,105,267,Berbahaya
30,37,31,10,44,Baik
49,147,192,163,116,Tidak_Sehat
45,12,30,29,2,Baik
309,420,117,36,96,Berbahaya
68,150,119,150,148,Tidak_Sehat
51,3,25,53,1,Sedang
7,117,127,60,27,Tidak_Sehat
259,70,426,457,161,Berbahaya
86,129,75,113,74,Tidak_Sehat
8,35,18,0,9,Baik
0,25,42,9,29,Baik
293,170,31,262,316,Berbahaya
10,81,61,68,63,Sedang
52,2,15,50,3,Sedang
21,243,317,143,7,Berbahaya
1,34,39,27,46,Baik
171,4,116,185,148,Tidak_Sehat
14,17,31,10,19,Baik
179,185,48,165,46,Tidak_Sehat
95,87,30,26,1,Sedang
129,141,37,39,145,Tidak_Sehat
74,284,475,48,456,Berbahaya
106,8,250,187,199,Sangat_Tidak_Sehat
176,151,208,18,1,Sangat_Tidak_Sehat
371,38,108,63,174,Berbahaya
72,118,194,88,277,Sangat_Tidak_Sehat
30,60,40,58,63,Sedang
11,17,14,43,15,Baik
184,178,189,127,151,Tidak_Sehat
35,268,132,10,217,Sangat_Tidak_Sehat
56,96,214,11,276,Sangat_Tidak_Sehat
8,37,10,21,32,Baik
31,31,27,12,30,Baik
44,31,29,46,34,Baik
49,164,235,24,223,Sangat_Tidak_Sehat
72,9,60,50,9,Sedang
86,96,51,193,81,Tidak_Sehat
360,286,489,450,96,Berbahaya
88,96,158,100,28,Tidak_Sehat
101,3,4,40,104,Tidak_Sehat
63,56,73,73,69,Sedang
28,70,90,17,1,Sedang
25,14,100,61,100,Sedang
74,161,12,141,24,Tidak_Sehat
201,180,173,65,37,Sangat_Tidak_Sehat
36,26,32,3,21,Baik
128,84,58,227,222,Sangat_Tidak_Sehat
121,99,175,70,203,Sangat_Tidak_Sehat
57,48,22,33,72,Sedang
3,28,51,42,49,Sedang
369,26,164,280,32,Berbahaya
22,36,36,9,9,Baik
185,122,252,95,92,Sangat_Tidak_Sehat
100,353,291,266,282,Berbahaya
194,140,315,140,207,Berbahaya
172,295,101,168,69,Sangat_Tidak_Sehat
72,47,17,209,189,Sangat_Tidak_Sehat
143,17,222,239,101,Sangat_Tidak_Sehat
293,93,112,228,249,Sangat_Tidak_Sehat
67,20,59,12,0,Sedang
122,246,85,175,62,Sangat_Tidak_Sehat
106,87,140,395,370,Berbahaya
48,63,8,16,60,Sedang
20,123,181,183,229,Sangat_Tidak_Sehat
125,40,272,88,41,Sangat_Tidak_Sehat
212,190,24,208,180,Sangat_Tidak_Sehat
11,373,338,288,319,Berbahaya
132,85,456,479,270,Berbahaya
14,96,104,62,172,Tidak_Sehat
18,20,63,37,3,Sedang
42,24,21,27,28,Baik
23,14,31,31,23,Baik
10,20,25,3,33,Baik
239,225,15,152,248,Sangat_Tidak_Sehat
210,177,43,117,175,Sangat_Tidak_Sehat
50,35,35,25,42,Baik
67,1,61,8,67,Sedang
138,55,62,119,47,Tidak_Sehat
199,273,195,76,18,Sangat_Tidak_Sehat
208,54,133,128,55,Sangat_Tidak_Sehat
27,75,65,75,30,Sedang
48,28,42,21,25,Baik
24,138,16,35,169,Tidak_Sehat
62,19,17,0,29,Sedang
52,61,19,19,20,Sedang
78,445,423,283,385,Berbahaya
25,28,32,26,24,Baik
10,23,7,62,56,Sedang
183,102,111,168,148,Tidak_Sehat
109,85,46,4,75,Tidak_Sehat
45,23,10,12,33,Baik
166,4,122,124,111,Tidak_Sehat
90,78,74,85,23,Sedang
9,133,236,30,90,Sangat_Tidak_Sehat
274,350,294,116,445,Berbahaya
20,22,42,15,46,Baik
73,149,103,80,126,Tidak_Sehat
4,439,110,183,267,Berbahaya
289,292,273,69,219,Sangat_Tidak_Sehat
204,188,150,371,331,Berbahaya
273,227,63,18,140,Sangat_Tidak_Sehat
260,245,270,98,34,Sangat_Tidak_Sehat
71,10,63,49,61,Sedang
307,55,9,146,395,Berbahaya
84,63,29,138,130,Tidak_Sehat
109,71,109,60,135,Tidak_Sehat
132,138,41,208,168,Sangat_Tidak_Sehat
122,111,129,448,346,Berbahaya
421,247,183,252,272,Berbahaya
267,149,251,298,284,Sangat_Tidak_Sehat
30,9,29,89,59,Sedang
121,223,87,156,111,Sangat_Tidak_Sehat
472,219,179,500,227,Berbahaya
212,26,106,49,204,Sangat_Tidak_Sehat
232,291,255,66,307,Berbahaya
16,23,2,31,34,Baik
123,181,181,267,211,Sangat_Tidak_Sehat
290,33,328,355,251,Berbahaya
148,101,112,153,20,Tidak_Sehat
456,452,106,283,187,Berbahaya
20,55,19,77,24,Sedang
48,31,6,20,19,Baik
73,19,71,172,70,Tidak_Sehat
35,5,40,45,43,Baik
52,117,13,28,7,Tidak_Sehat
136,143,171,97,123,Tidak_Sehat
108,149,71,14,153,Tidak_Sehat
43,154,381,98,367,Berbahaya
188,94,255,76,39,Sangat_Tidak_Sehat
292,75,98,179,126,Sangat_Tidak_Sehat
250,175,102,32,240,Sangat_Tidak_Sehat
211,95,74,87,55,Sangat_Tidak_Sehat
120,69,129,58,137,Tidak_Sehat
71,72,48,51,32,Sedang
116,9,88,120,99,Tidak_Sehat
50,40,6,3,49,Baik
16,72,14,50,26,Sedang
5,53,52,1,17,Sedang
185,43,105,97,59,Tidak_Sehat
3,61,17,3,48,Sedang
92,41,2,128,143,Tidak_Sehat
34,353,143,376,65,Berbahaya
131,358,134,34,219,Berbahaya
47,9,74,10,75,Sedang
273,136,99,82,131,Sangat_Tidak_Sehat
1,0,47,11,4,Baik
450,420,385,395,452,Berbahaya
165,248,261,352,16,Berbahaya
84,215,423,13,36,Berbahaya
46,10,13,37,60,Sedang
167,85,18,68,9,Tidak_Sehat
154,282,292,61,147,Sangat_Tidak_Sehat
42,147,49,0,143,Tidak_Sehat
157,76,162,140,171,Tidak_Sehat
211,140,63,7,192,Sangat_Tidak_Sehat
278,61,53,313,241,Berbahaya
69,281,79,44,232,Sangat_Tidak_Sehat
3,27,7,1,40,Baik
362,119,132,379,411,Berbahaya
99,76,80,53,35,Sedang
35,18,330,320,312,Berbahaya
23,50,9,71,88,Sedang
146,343,496,133,463,Berbahaya
3,34,48,16,43,Baik
76,50,53,15,97,Sedang
256,203,54,37,242,Sangat_Tidak_Sehat
67,32,23,96,9,Sedang
48,32,11,50,14,Baik
285,296,116,471,65,Berbahaya
37,37,20,47,51,Sedang
99,26,113,68,85,Tidak_Sehat
15,58,73,67,20,Sedang
402,440,287,354,500,Berbahaya
43,70,111,26,116,Tidak_Sehat
10,75,38,76,80,Sedang
64,40,21,23,43,Sedang
231,60,131,302,296,Berbahaya
462,229,389,499,146,Berbahaya
231,185,182,280,64,Sangat_Tidak_Sehat
16,8,5,42,24,Baik
57,161,221,220,106,Sangat_Tidak_Sehat
56,126,15,36,75,Tidak_Sehat
85,49,42,16,31,Sedang
250,405,379,379,21,Berbahaya
34,96,79,79,84,Sedang
67,91,120,187,228,Sangat_Tidak_Sehat
244,264,324,432,366,Berbahaya
246,95,152,60,104,Sangat_Tidak_Sehat
29,40,0,4,19,Baik
319,219,436,413,31,Berbahaya
53,46,59,43,34,Sedang
138,134,429,243,421,Berbahaya
77,1,284,168,239,Sangat_Tidak_Sehat
27,42,40,38,21,Baik
58,69,92,63,18,Sedang
272,112,109,400,166,Berbahaya
178,223,151,12,156,Sangat_Tidak_Sehat
131,157,206,94,173,Sangat_Tidak_Sehat
70,149,269,245,195,Sangat_Tidak_Sehat
35,5,25,3,38,Baik
36,3,29,5,45,Baik
9,44,49,46,52,Sedang
14,3,20,12,21,Baik
59,59,7,19,53,Sedang
85,45,89,185,244,Sangat_Tidak_Sehat
100,341,457,217,74,Berbahaya
264,228,62,244,6,Sangat_Tidak_Sehat
5,52,31,19,33,Sedang
152,223,219,91,212,Sangat_Tidak_Sehat
113,264,172,219,279,Sangat_Tidak_Sehat
155,33,104,21,30,Tidak_Sehat
55,107,94,5,216,Sangat_Tidak_Sehat
21,10,47,15,32,Baik
469,490,205,33,146,Berbahaya
288,15,232,40,254,Sangat_Tidak_Sehat
46,16,39,27,11,Baik
19,80,11,48,16,Sedang
27,27,3,21,11,Baik
111,235,169,86,118,Sangat_Tidak_Sehat
165,108,23,154,6,Tidak_Sehat
363,192,360,179,354,Berbahaya
33,61,3,10,28,Sedang
57,23,57,8,11,Sedang
96,5,168,192,14,Tidak_Sehat
244,120,258,277,193,Sangat_Tidak_Sehat
361,263,215,435,203,Berbahaya
461,127,358,155,144,Berbahaya
99,286,42,167,191,Sangat_Tidak_Sehat
1,277,149,464,350,Berbahaya
119,96,119,24,274,Sangat_Tidak_Sehat
394,271,282,131,71,Berbahaya
178,57,390,135,237,Berbahaya
136,164,134,53,64,Tidak_Sehat
41,18,54,36,29,Sedang
296,183,142,43,11,Sangat_Tidak_Sehat
88,52,32,70,55,Sedang
68,90,88,95,0,Sedang
87,94,99,39,47,Sedang
284,167,185,71,73,Sangat_Tidak_Sehat
70,30,51,22,81,Sedang
38,45,71,35,64,Sedang
475,197,52,138,270,Berbahaya
1,41,44,5,27,Baik
251,92,195,141,68,Sangat_Tidak_Sehat
116,113,128,68,113,Tidak_Sehat
398,23,121,224,387,Berbahaya
7,37,130,107,64,Tidak_Sehat
29,114,147,37,82,Tidak_Sehat
162,100,154,9,266,Sangat_Tidak_Sehat
41,16,78,44,76,Sedang
3,13,36,33,10,Baik
122,77,29,148,135,Tidak_Sehat
25,66,168,17,26,Tidak_Sehat
338,354,131,363,351,Berbahaya
12,107,165,149,226,Sangat_Tidak_Sehat
86,30,32,12,17,Sedang
62,247,140,92,352,Berbahaya
88,67,78,87,88,Sedang
0,33,108,204,62,Sangat_Tidak_Sehat
23,58,24,18,32,Sedang
45,215,28,15,234,Sangat_Tidak_Sehat
37,80,24,9,59,Sedang
92,152,64,9,145,Tidak_Sehat
15,37,52,0,48,Sedang
110,250,206,108,59,Sangat_Tidak_Sehat
14,29,36,28,21,Baik
190,209,152,171,213,Sangat_Tidak_Sehat
59,17,88,55,89,Sedang
39,1,62,13,15,Sedang
74,29,21,42,95,Sedang
38,27,4,16,19,Baik
14,0,11,6,14,Baik
49,27,19,27,7,Baik
50,18,25,47,43,Baik
17,41,38,16,13,Baik
8,5,15,28,2,Baik
0,7,44,22,46,Baik
217,329,484,380,208,Berbahaya
86,184,93,60,28,Tidak_Sehat
135,158,12,153,17,Tidak_Sehat
200,403,331,309,28,Berbahaya
232,339,394,299,285,Berbahaya
226,450,181,419,493,Berbahaya
144,22,215,197,92,Sangat_Tidak_Sehat
3,74,145,41,164,Tidak_Sehat
29,32,12,25,21,Baik
29,131,142,102,205,Sangat_Tidak_Sehat
78,78,54,2,77,Sedang
21,115,217,143,207,Sangat_Tidak_Sehat
5,3,43,50,28,Baik
66,29,69,121,124,Tidak_Sehat
152,68,158,4,114,Tidak_Sehat
330,208,62,328,56,Berbahaya
22,114,119,50,42,Tidak_Sehat
181,284,280,154,82,Sangat_Tidak_Sehat
40,48,48,11,38,Baik
56,92,108,4,161,Tidak_Sehat
15,139,65,146,256,Sangat_Tidak_Sehat
38,39,34,33,46,Baik
220,150,265,72,474,Berbahaya
24,188,211,53,33,Sangat_Tidak_Sehat
11,9,7,23,27,Baik
44,2,61,2,41,Sedang
129,179,49,28,80,Tidak_Sehat
26,7,31,63,79,Sedang
30,98,93,5,137,Tidak_Sehat
53,50,38,3,79,Sedang
143,66,257,187,163,Sangat_Tidak_Sehat
296,11,3,66,144,Sangat_Tidak_Sehat
32,96,189,189,15,Tidak_Sehat
50,70,94,28,82,Sedang
32,12,19,6,14,Baik
87,135,5,124,32,Tidak_Sehat
68,219,269,145,232,Sangat_Tidak_Sehat
98,124,53,129,137,Tidak_Sehat
176,67,14,64,187,Tidak_Sehat
63,125,217,283,293,Sangat_Tidak_Sehat
141,107,102,127,29,Tidak_Sehat
247,148,144,54,87,Sangat_Tidak_Sehat
23,21,4,32,35,Baik
37,68,8,50,34,Sedang
51,16,0,51,44,Sedang
182,170,14,175,48,Tidak_Sehat
139,124,42,28,105,Tidak_Sehat
14,49,44,28,7,Baik
420,458,476,59,460,Berbahaya
223,216,192,114,111,Sangat_Tidak_Sehat
122,138,137,44,64,Tidak_Sehat
56,45,70,9,66,Sedang
230,177,4,140,226,Sangat_Tidak_Sehat
49,27,45,23,14,Baik
237,140,200,172,28,Sangat_Tidak_Sehat
25,94,27,47,39,Sedang
496,202,486,479,3,Berbahaya
0,35,20,42,34,Baik
17,55,58,20,59,Sedang
15,68,270,172,261,Sangat_Tidak_Sehat
46,23,25,24,44,Baik
63,92,92,15,16,Sedang
30,16,54,35,68,Sedang
8,25,8,14,9,Baik
48,54,25,93,51,Sedang
58,251,288,200,76,Sangat_Tidak_Sehat
277,316,125,299,325,Berbahaya
54,185,85,173,300,Sangat_Tidak_Sehat
110,103,14,269,294,Sangat_Tidak_Sehat
43,10,29,14,26,Baik
198,224,34,179,245,Sangat_Tidak_Sehat
43,30,53,41,19,Sedang
123,447,118,340,77,Berbahaya
73,56,109,223,150,Sangat_Tidak_Sehat
24,54,45,31,74,Sedang
71,68,189,22,157,Tidak_Sehat
21,70,12,44,41,Sedang
22,22,25,83,6,Sedang
74,22,26,57,36,Sedang
36,36,36,53,34,Sedang
42,99,60,41,80,Sedang
111,213,137,117,251,Sangat_Tidak_Sehat
93,92,9,55,11,Sedang
206,152,138,109,40,Sangat_Tidak_Sehat
2,5,4,4,46,Baik
245,127,357,77,479,Berbahaya
34,20,24,27,46,Baik
70,80,397,400,299,Berbahaya
221,297,80,2,297,Sangat_Tidak_Sehat
209,226,402,21,247,Berbahaya
415,44,215,87,335,Berbahaya
239,124,160,86,52,Sangat_Tidak_Sehat
24,236,209,147,132,Sangat_Tidak_Sehat
7,52,43,50,38,Sedang
91,82,106,126,96,Tidak_Sehat
0,80,65,28,97,Sedang
15,13,11,50,22,Baik
3,56,65,43,13,Sedang
21,43,35,4,12,Baik
17,46,32,52,33,Sedang
152,12,23,13,69,Tidak_Sehat
44,181,99,99,248,Sangat_Tidak_Sehat
22,44,16,84,97,Sedang
22,15,38,44,41,Baik
37,7,61,23,60,Sedang
83,201,201,89,239,Sangat_Tidak_Sehat
293,19,318,12,16,Berbahaya
33,16,42,42,15,Baik
65,71,35,117,6,Tidak_Sehat
9,56,198,160,456,Berbahaya
51,58,62,29,52,Sedang
25,1,8,8,39,Baik
38,36,20,43,66,Sedang
43,74,138,22,123,Tidak_Sehat
146,106,233,120,15,Sangat_Tidak_Sehat
61,29,21,74,85,Sedang
476,292,310,400,155,Berbahaya
91,53,26,102,40,Tidak_Sehat
163,95,121,183,51,Tidak_Sehat
50,55,26,78,8,Sedang
60,67,24,89,25,Sedang
10,35,12,42,2,Baik
458,367,0,166,15,Berbahaya
142,236,168,143,263,Sangat_Tidak_Sehat
18,66,7,79,46,Sedang
26,70,49,94,130,Tidak_Sehat
94,24,131,166,144,Tidak_Sehat
0,2,23,22,7,Baik
12,30,6,48,41,Baik
44,61,87,57,80,Sedang
28,32,61,71,1,Sedang
421,394,34,156,391,Berbahaya
11,26,41,22,54,Sedang
240,339,315,116,239,Berbahaya
386,456,199,274,49,Berbahaya
147,24,74,203,60,Sangat_Tidak_Sehat
29,81,130,76,113,Tidak_Sehat
311,402,338,127,269,Berbahaya
23,10,73,27,68,Sedang
134,47,106,53,118,Tidak_Sehat
59,391,299,489,389,Berbahaya
9,6,32,22,20,Baik
55,287,67,43,142,Sangat_Tidak_Sehat
99,46,70,82,85,Sedang
98,349,323,419,158,Berbahaya
6,2,9,33,24,Baik
271,24,287,102,39,Sangat_Tidak_Sehat
235,24,112,98,146,Sangat_Tidak_Sehat
77,97,93,278,37,Sangat_Tidak_Sehat
265,290,54,152,296,Sangat_Tidak_Sehat
44,35,29,48,32,Baik
17,55,34,117,270,Sangat_Tidak_Sehat
43,39,77,43,47,Sedang
